WN000001	WhatsNew	2017年03月23日	常盤平2丁目付近でひったくり発生	【発生日】2017/03/23(木) 午後4時16分頃nn【発生場所】松戸市常盤平２丁目付近nn【事件】徒歩の女性が、後方から近づく犯人に、追い抜きざまに手提げバッグをひったくられる事件が発生
WN000002	WhatsNew	2017年03月24日	六実5丁目付近で9歳の女の子が行方不明	【発生日】2017/03/24(金) 午前8時頃nn【発生場所】松戸市六実５丁目付近nn【女の子の特徴】身長：130cm位、体格：中肉、頭髪：黒色、肩くらいまでの長さ、服装：灰色パーカー、ピンク色ズボンとピンク色スパッツ、履物：白色と黒色のツートンカラーの靴、黄色学童帽着用、赤色ランドセルを所持
WN000003	WhatsNew	2017年03月26日	小金原1丁目付近で火災発生	【発生日】2017/03/26(日) 午前9時32分頃nn【発生場所】松戸市小金原１丁目付近nn【事故】建物火災が発生しました。消防隊により活動中です。
